Slide,Patch,Diagnosis
5,1809,1
5,2889,1
5,1311,1
5,777,1
5,437,1
5,3944,1
5,3605,1
5,1376,1
5,279,1
5,4063,1
5,2448,1
5,1060,1
5,829,1
5,1373,1
5,4210,1
5,2929,1
5,4141,1
5,1689,1
5,3025,1
5,2644,1
5,2579,1
5,3628,1
5,2751,1
5,4236,1
5,676,1
5,4216,1
5,1870,1
5,1396,1
5,3621,1
5,2079,1
5,1298,1
5,258,1
5,3279,1
5,2855,1
5,656,1
5,1794,1
5,3725,1
5,4040,1
5,4276,1
5,1431,1
5,3830,1
5,961,1
5,3456,1
5,3218,1
5,1078,1
5,1436,1
5,2977,1
5,60,1
5,3263,1
5,1946,1
5,3560,1
5,785,1
5,222,1
5,2799,1
5,873,1
5,1516,1
5,396,1
5,1583,1
5,2659,1
5,1344,1
5,4054,1
5,2544,1
5,779,1
5,577,1
5,9,1
5,1819,1
5,1091,1
5,986,1
5,1761,1
5,2097,1
5,3302,1
5,1696,1
5,1747,1
5,891,1
5,2190,1
5,4249,1
5,3066,1
5,1372,1
5,3727,1
5,312,1
5,1547,1
5,132,1
5,3696,1
5,1208,1
5,61,1
5,1028,1
5,543,1
5,3767,1
5,4194,1
5,1292,1
5,2767,1
5,1272,1
5,3428,1
5,890,1
5,3345,1
5,1329,1
5,1919,1
5,3813,1
5,1677,1
5,3855,1
5,1217,1
5,539,1
5,280,1
5,3323,1
5,3299,1
5,4372,1
5,122,1
5,4242,1
5,3757,1
5,4362,1
5,3601,1
5,1068,1
5,2643,1
5,1326,1
5,1704,1
5,1039,1
5,3162,1
5,4097,1
5,736,1
5,3190,1
5,3877,1
5,580,1
5,3420,1
5,1084,1
5,1446,1
5,723,1
5,237,1
5,1289,1
5,2240,1
5,2273,1
5,1323,1
5,2771,1
5,1936,1
5,3355,1
5,2802,1
5,191,1
5,2120,1
5,326,1
5,3989,1
5,3463,1
5,181,1
5,2931,1
5,2652,1
5,862,1
5,2786,1
5,2957,1
5,665,1
5,4226,1
5,4151,1
5,3074,1
5,1670,1
5,3280,1
5,1420,1
5,3966,1
5,1061,1
5,1792,1
5,2935,1
5,2161,1
5,1511,1
5,481,1
5,3485,1
5,2559,1
5,509,1
5,3975,1
5,2498,1
5,3750,1
5,272,1
5,1641,1
5,3171,1
5,3209,1
5,3390,1
5,709,1
5,3470,1
5,2713,1
5,519,1
5,439,1
5,717,1
5,1471,1
5,2932,1
5,3312,1
5,619,1
5,3599,1
5,1765,1
5,1305,1
5,1437,1
5,1918,1
5,3949,1
5,2587,1
5,4172,1
5,2209,1
5,2785,1
5,3275,1
5,715,1
5,3987,1
5,2028,1
5,1942,1
5,2487,1
5,3602,1
5,2227,1
5,2692,1
5,4213,1
5,4125,1
5,1762,1
5,2156,1
5,1844,1
5,2095,1
5,1642,1
5,1351,1
5,1257,1
5,1253,1
5,4197,1
5,3235,1
5,3483,1
5,2193,1
5,775,1
5,3107,1
5,3338,1
5,3122,1
5,2635,1
5,3858,1
5,2233,1
5,541,1
5,3723,1
5,2916,1
5,3711,1
5,3993,1
5,1275,1
5,2212,1
5,3657,1
5,3409,1
5,3461,1
5,1618,1
5,522,1
5,1530,1
5,2370,1
5,448,1
5,2628,1
5,4377,1
5,2524,1
5,3339,1
5,2645,1
5,1672,1
5,3831,1
5,95,1
5,1284,1
5,664,1
5,1144,1
5,1584,1
5,4384,1
5,2213,1
5,3400,1
5,2146,1
5,204,1
5,2997,1
5,3269,1
5,1349,1
5,727,1
5,2723,1
5,901,1
5,694,1
5,2811,1
5,4427,1
5,495,1
5,1227,1
5,2235,1
5,790,1
5,442,1
5,2453,1
5,2016,1
5,2144,1
5,2089,1
5,1200,1
5,77,1
5,4075,1
5,3650,1
5,3625,1
5,4173,1
